level_0,index,year,sic,desktop_cpu,server_cpu,mobile_cpu,server_gpu,mobile_gpu,desktop_gpu,desktop_cpu_fraction,server_cpu_fraction,mobile_cpu_fraction,server_gpu_fraction,mobile_gpu_fraction,desktop_gpu_fraction
150,150,2014,36,23.425874999999998,12.409875,82.965,2.635875,1.9226666666666667,1.9946249999999999,0.1868778864109418,0.09899870167598805,0.6618460930950835,0.021027464239582995,0.015337906607093119,0.015911947971310562
151,151,2014,37,6.496874999999999,0.8268749999999999,44.0,1.299375,0.7066666666666667,0.08437499999999999,0.12163205766260511,0.015480443702513379,0.8237515016303416,0.024326411532521026,0.013229948359517608,0.0015796371125013653
152,152,2014,38,18.393749999999997,6.58125,65.75,3.0037499999999997,1.1466666666666667,0.9787499999999999,0.19189306672462503,0.06865898717670071,0.6859378396000869,0.031336665942186474,0.011962616822429904,0.010210823733970874
153,153,2014,99,18.835874999999998,8.002125,55.995,4.397625,1.9893333333333334,2.7776249999999996,0.20474314995593182,0.08698190441596745,0.6086572926281578,0.047801527395194256,0.021623756421137875,0.030192369183610797
154,154,2015,13,0.3,0.19999999999999998,1.5,0.3,0.07500000000000001,0.09999999999999999,0.1212121212121212,0.0808080808080808,0.6060606060606061,0.1212121212121212,0.030303030303030307,0.0404040404040404
155,155,2015,20,0.19999999999999998,0.19999999999999998,0.75,0.6,0.1,0.0,0.10810810810810811,0.10810810810810811,0.40540540540540543,0.32432432432432434,0.054054054054054064,0.0
156,156,2015,22,0.033333333333333326,0.033333333333333326,0.24999999999999997,0.3333333333333333,0.03333333333333333,0.1333333333333333,0.04081632653061224,0.04081632653061224,0.30612244897959184,0.4081632653061225,0.04081632653061225,0.16326530612244897
157,157,2015,28,5.7333333333333325,8.633333333333333,11.0875,2.3833333333333333,0.8708333333333333,0.7833333333333332,0.19440519920881605,0.29273806159932186,0.37595365922577006,0.0808137892059904,0.029528115286804185,0.02656117547329754
158,158,2015,29,0.3,0.19999999999999998,1.5,0.3,0.07500000000000001,0.09999999999999999,0.1212121212121212,0.0808080808080808,0.6060606060606061,0.1212121212121212,0.030303030303030307,0.0404040404040404
159,159,2015,30,1.5666666666666664,1.1666666666666665,6.425,1.4999999999999998,0.5750000000000001,0.3,0.13583815028901736,0.10115606936416185,0.5570809248554914,0.1300578034682081,0.04985549132947978,0.026011560693641623
160,160,2015,32,0.8999999999999999,0.7999999999999999,2.8499999999999996,1.2333333333333332,0.20833333333333334,0.2333333333333333,0.14457831325301207,0.12851405622489961,0.45783132530120485,0.19812583668005357,0.033467202141900944,0.03748326639892905
161,161,2015,33,0.3,0.0,4.05,2.5999999999999996,0.375,0.0,0.040955631399317405,0.0,0.5529010238907849,0.3549488054607508,0.05119453924914675,0.0
162,162,2015,34,1.4999999999999998,0.9333333333333332,10.575,2.233333333333333,0.55,0.23333333333333328,0.09360374414976598,0.058242329693187725,0.6599063962558502,0.1393655746229849,0.034321372854914205,0.01456058242329693
163,163,2015,35,45.32666666666666,19.85333333333333,107.4825,3.6099999999999994,2.8558333333333334,2.2766666666666664,0.2498644837058883,0.10944204037007434,0.5925002067197708,0.019900223257352332,0.015742858980366217,0.012550186966548148
164,164,2015,36,23.58,15.679999999999998,89.44749999999999,2.8299999999999996,2.5791666666666666,1.3299999999999998,0.1740906629915834,0.1157651228035635,0.6603890830339124,0.02089383275089826,0.01904193532509721,0.009819363094945119
165,165,2015,37,7.746666666666666,2.8466666666666662,49.91,1.9466666666666665,1.3916666666666668,0.3466666666666666,0.12068652143432088,0.04434866149092514,0.7775556305663023,0.03032742190948511,0.02168099083426376,0.005400773764702827
166,166,2015,38,18.546666666666663,5.739999999999999,75.2725,2.996666666666666,1.7891666666666668,0.9966666666666665,0.1760620204097777,0.05448936001898585,0.7145558104580334,0.028447116525591332,0.016984415789890045,0.009461276797721699
167,167,2015,99,20.099999999999998,8.706666666666665,56.18,2.706666666666666,2.7183333333333333,2.1066666666666665,0.2172542378987948,0.09410747419430382,0.6072309992614077,0.02925546288123074,0.0293815640143395,0.022770261749923436
168,168,2016,13,0.09999999999999999,0.19999999999999998,0.375,0.39999999999999997,0.0,0.0,0.09302325581395349,0.18604651162790697,0.3488372093023256,0.37209302325581395,0.0,0.0
169,169,2016,20,0.19999999999999998,0.0,0.525,0.19999999999999998,0.275,0.0,0.16666666666666666,0.0,0.43750000000000006,0.16666666666666666,0.22916666666666669,0.0
170,170,2016,22,0.0,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.8571428571428572,0.0,0.14285714285714288,0.0
171,171,2016,28,1.9333333333333331,4.7333333333333325,4.825,1.2333333333333332,0.8083333333333333,0.4333333333333333,0.13842482100238665,0.33890214797136037,0.34546539379474944,0.0883054892601432,0.05787589498806684,0.03102625298329356
172,172,2016,29,0.09999999999999999,0.19999999999999998,0.375,0.39999999999999997,0.0,0.0,0.09302325581395349,0.18604651162790697,0.3488372093023256,0.37209302325581395,0.0,0.0
173,173,2016,30,0.7499999999999999,0.44999999999999996,5.1,1.4833333333333332,0.30833333333333335,0.08333333333333331,0.09174311926605504,0.05504587155963302,0.6238532110091742,0.18144750254841996,0.03771661569826707,0.010193679918450558
174,174,2016,32,0.5666666666666667,0.16666666666666663,2.75,0.7999999999999999,0.05,0.19999999999999998,0.12500000000000003,0.03676470588235294,0.6066176470588237,0.17647058823529413,0.011029411764705885,0.04411764705882353
175,175,2016,33,0.3,0.0,0.975,0.0,0.0,0.0,0.23529411764705882,0.0,0.7647058823529412,0.0,0.0,0.0
176,176,2016,34,2.0999999999999996,0.9333333333333332,15.225,1.5666666666666664,0.5333333333333333,0.16666666666666663,0.1023142509135201,0.04547300040600893,0.7417783191230207,0.07632967925294355,0.025984571660576536,0.008120178643930165
177,177,2016,35,47.65333333333333,18.279999999999998,117.8575,4.9366666666666665,3.2875,2.6366666666666663,0.24481338459299085,0.0939113459085032,0.6054790180750229,0.025361543269601248,0.016889143855262818,0.013545564298618896
178,178,2016,36,27.72333333333333,13.849999999999998,93.79249999999999,2.7066666666666666,2.9891666666666667,1.3066666666666664,0.19472963322836304,0.0972828695519837,0.6588016998162045,0.01901171842989429,0.02099600800739865,0.009178070966155864
179,179,2016,37,14.066666666666665,3.5999999999999996,64.475,1.6666666666666665,0.6,0.09999999999999998,0.16645301252341976,0.042599349176609805,0.7629425106005324,0.01972192091509713,0.007099891529434967,0.0011833152549058277
180,180,2016,38,19.036666666666665,6.703333333333333,78.32249999999999,2.0533333333333332,2.0475000000000003,0.9866666666666666,0.17440830661169646,0.061413956329210574,0.7175675675675677,0.01881203237135441,0.018758589097572154,0.00903954802259887
181,181,2016,99,16.24,7.073333333333332,47.385,2.4799999999999995,1.7533333333333334,1.413333333333333,0.21271858012967448,0.09264959504005937,0.6206693300150632,0.032484118147881325,0.022965922238959113,0.018512454428362475
182,182,2017,13,0.0,0.0,0.0,0.0,0.0,0.0,0.20468393856834702,0.0766118824718239,0.667058683910228,0.01444961706435991,0.030179577094801145,0.007016300890440081
183,183,2017,20,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,184,2017,22,0.09999999999999999,0.0,0.225,0.0,0.0,0.0,0.30769230769230765,0.0,0.6923076923076923,0.0,0.0,0.0
185,185,2017,28,0.8833333333333333,0.8833333333333333,0.7749999999999999,0.08333333333333331,0.35833333333333334,0.08333333333333331,0.28804347826086957,0.28804347826086957,0.25271739130434784,0.027173913043478257,0.11684782608695653,0.027173913043478257
186,186,2017,29,0.0,0.0,0.0,0.0,0.0,0.0,0.20468393856834702,0.0766118824718239,0.667058683910228,0.01444961706435991,0.030179577094801145,0.007016300890440081
187,187,2017,30,0.39999999999999997,0.09999999999999999,0.975,0.0,0.05,0.0,0.26229508196721313,0.06557377049180328,0.639344262295082,0.0,0.03278688524590164,0.0
188,188,2017,32,0.3,0.09999999999999999,0.6,0.0,0.0,0.0,0.3,0.09999999999999999,0.6,0.0,0.0,0.0
189,189,2017,33,0.0,0.0,0.0,0.0,0.0,0.0,0.20468393856834702,0.0766118824718239,0.667058683910228,0.01444961706435991,0.030179577094801145,0.007016300890440081
190,190,2017,34,2.0999999999999996,0.3,5.7,0.0,0.75,0.0,0.23728813559322032,0.03389830508474576,0.6440677966101696,0.0,0.08474576271186442,0.0
191,191,2017,35,37.736666666666665,15.603333333333332,117.7175,4.853333333333333,3.174166666666667,1.7533333333333332,0.20867625779932353,0.08628332857156024,0.6509543514925855,0.026837967613798697,0.017552510068846026,0.009695584453886068
192,192,2017,36,25.816666666666663,13.816666666666665,92.1125,3.0666666666666664,3.129166666666667,0.5666666666666667,0.18639071054689849,0.09975332410805607,0.6650321881956561,0.02214066542325973,0.022591901810962038,0.004091209915167559
193,193,2017,37,4.216666666666666,1.3166666666666667,23.75,0.21666666666666665,0.3416666666666667,0.21666666666666665,0.1402827834765733,0.04380371499861381,0.7901303021901858,0.0072082062655946764,0.011366786803437761,0.0072082062655946764
194,194,2017,38,11.583333333333332,4.883333333333333,55.3375,2.533333333333333,1.6958333333333335,0.8333333333333333,0.15069384215091064,0.06352992194275801,0.7199154379878577,0.032957502168256714,0.02206201214223764,0.010841283607979183
195,195,2017,99,3.246666666666666,1.18,13.035,0.8133333333333332,0.45833333333333337,0.3466666666666666,0.17016072676450034,0.06184486373165619,0.6831761006289309,0.042627533193570925,0.024021663172606574,0.01816911250873515
